Name_old,BEZ,Name,ISO,Cumulative,Recovered,Dead,Cases,Population,Density,Date,Source,Quelle 2,Mortality,Lethality
Neunkirchen,Landkreis,Neunkirchen (Landkreis),10043,154,0,0,154,132206,1164,"2020-04-06, 22:34",https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,https://www.sr.de/sr/home/nachrichten/panorama/corona_aktuelle_fallzahlen_saarland_100.html,0,0
Saarlouis,Landkreis,Saarlouis (Landkreis),10044,278,58,3,217,195201,1424,"2020-04-06, 22:34",https://www.saarbruecker-zeitung.de/saarland/saarlouis/21-personen-im-kreis-saarlouis-neu-an-corona-erkrankt_aid-49920735,https://www.kreis-saarlouis.de/Presse/News.htm/Aktuelles/Corona-Ticker-Aktuelle-Lage.html?,15,10
Saarpfalz-Kreis,Landkreis,Saarpfalz-Kreis (Landkreis),10045,242,36,2,204,142631,1696,"2020-04-06, 22:34",https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,https://www.saarpfalz-kreis.de/leben-soziales-gesundheit/gesundheit/coronavirus,14,8
St. Wendel,Landkreis,St. Wendel (Landkreis),10046,122,32,1,89,87397,1395,"2020-04-06, 22:34",https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,https://www.sr.de/sr/home/nachrichten/panorama/corona_aktuelle_fallzahlen_saarland_100.html,11,8
Berlin,Kreisfreie Stadt,Berlin (Kreisfreie Stadt),11000,3862,2097,28,1737,3644826,1059,"2020-04-06, 22:34",https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.916463.php,https://www.berlin.de/sen/gpg/service/presse/2020/pressemitteilung.910149.php,7,7
Brandenburg an der Havel,Kreisfreie Stadt,Brandenburg an der Havel (Kreisfreie Stadt),12051,33,10,1,22,72124,457,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_16_uhr,https://www.stadt-brandenburg.de/leben/gesundheit/coronavirus-ncov/,13,30
Cottbus,Kreisfreie Stadt,Cottbus (Kreisfreie Stadt),12052,34,17,0,17,100219,339,"2020-04-06, 22:34",http://www.cottbus.de/mitteilungen/2020-04/34_bestaetigte_corona-faelle_in_cottbus_chosebuz.html,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~20-03-2020-corona-faelle-stand-20032020-15-00-uhr,0,0
Frankfurt (Oder),Kreisfreie Stadt,Frankfurt (Oder) (Kreisfreie Stadt),12053,14,0,0,14,57873,241,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_16_uhr,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~20-03-2020-corona-faelle-stand-20032020-15-00-uhr,0,0
Potsdam,Kreisfreie Stadt,Potsdam (Kreisfreie Stadt),12054,264,8,14,242,178089,1482,"2020-04-06, 22:34",https://www.potsdam.de/entwicklung-coronavirus-faelle-potsdam-5-april-2020,https://www.potsdam.de/informationen-zum-coronavirus,78,53
Barnim,Landkreis,Barnim (Landkreis),12060,109,27,2,80,182760,596,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_08_uhr,https://covid19.barnim.de/fileadmin/portal/corona/Lagebericht/2020-03-20_Lagebericht_Landkreis_Barnim_2_.pdf,10,18
Dahme-Spreewald,Landkreis,Dahme-Spreewald (Landkreis),12061,117,14,2,101,169067,692,"2020-04-06, 22:34",https://www.landratsamt-unterallgaeu.de/buergerservice/gesundheit/coronavirus.html,https://www.dahme-spreewald.info/de/Politik_&_Verwaltung/Verwaltungsstruktur/Dezernat_fuer_Soziales_Jugend_Gesundheit_und_Kultur/Gesundheitsamt/Coronavirus/58651.html,11,17
Elbe-Elster,Landkreis,Elbe-Elster (Landkreis),12062,61,6,1,54,102638,594,"2020-04-06, 22:34",https://www.lkee.de/Aktuelles-Kreistag/Pressemitteilungen,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~20-03-2020-corona-faelle-stand-20032020-15-00-uhr,9,16
Havelland,Landkreis,Havelland (Landkreis),12063,92,0,1,91,161909,568,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_16_uhr,https://www.havelland.de/coronavirus/,6,10
Märkisch-Oderland,Landkreis,Märkisch-Oderland (Landkreis),12064,112,46,1,65,194328,576,"2020-04-06, 22:34",https://www.maerkisch-oderland.de/de/aktuelle-lageberichte.html,"https://www.maerkisch-oderland.de/de/datei/anzeigen/id/18548,1249/lagebericht_3_mit_karte_lk_mol_20.03.2020.pdf",5,8
Oberhavel,Landkreis,Oberhavel (Landkreis),12065,137,38,2,97,211249,648,"2020-04-06, 22:34","https://www.oberhavel.de/Quicknavigation/Startseite/Aktuelle-Fallzahlen-in-Oberhavel.php?object=tx,2244.1&ModID=7&FID=2244.47549.1&NavID=2244.943","https://www.oberhavel.de/Quicknavigation/Startseite/Coronavirus-Treffen-zur-aktuellen-Lage.php?object=tx,2244.1&ModID=7&FID=2244.46809.1&NavID=2244.943&La=1",9,14
Oberspreewald-Lausitz,Landkreis,Oberspreewald-Lausitz (Landkreis),12066,28,3,0,25,110476,253,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_08_uhr,http://www.osl-online.de/news/1/559405/nachrichten/neuartiges-coronavirus-entwicklungen-im-landkreis-oberspreewald-lausitz-(stand-20.03.).html,0,0
Oder-Spree,Landkreis,Oder-Spree (Landkreis),12067,83,28,0,55,178658,464,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_08_uhr,,0,0
Ostprignitz-Ruppin,Landkreis,Ostprignitz-Ruppin (Landkreis),12068,31,1,0,30,99078,312,"2020-04-06, 22:34",https://www.ostprignitz-ruppin.de/index.phtml?object=tx|1854.2&ModID=7&FID=1854.778.1&mNavID=1854.2&sNavID=1854.14&La=1,https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~20-03-2020-corona-faelle-stand-20032020-15-00-uhr,0,0
Potsdam-Mittelmark,Landkreis,Potsdam-Mittelmark (Landkreis),12069,199,12,6,181,214664,927,"2020-04-06, 22:34",https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1,https://www.potsdam-mittelmark.de/de/aktuelles-termine/neues-aus-dem-landkreis/aktuelles/?tx_ttnews%5Btt_news%5D=886&cHash=210c04036e2c7639dedc03c272700cd1,27,30
Prignitz,Landkreis,Prignitz (Landkreis),12070,13,0,0,13,76508,169,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_08_uhr,https://www.landkreis-prignitz.de/de/aktuelles/index.php,0,0
Spree-Neiße,Landkreis,Spree-Neiße (Landkreis),12071,51,26,0,25,114429,445,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_08_uhr,https://www.lkspn.de/aktuelles/aktuelles-landkreis-spree-neisse/informationen_coronavirus.html,0,0
Teltow-Fläming,Landkreis,Teltow-Fläming (Landkreis),12072,70,13,0,57,168296,415,"2020-04-06, 22:34",http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,http://www.teltow-flaeming.de/de/service/gesundheit/corona-virus-dossier.php,0,0
Uckermark,Landkreis,Uckermark (Landkreis),12073,22,0,1,21,119552,184,"2020-04-06, 22:34",https://msgiv.brandenburg.de/msgiv/de/presse/pressemitteilungen/detail/~05-04-2020-corona_faelle_stand_05042020_08_uhr,https://www.uckermark.de/PDF/Aktuelle_Situation_im_Landkreis_Uckermark.PDF?ObjSvrID=2203&ObjID=3447&ObjLa=1&Ext=PDF&WTR=1&_ts=1584686238,8,45
Rostock,Kreisfreie Stadt,Rostock (Kreisfreie Stadt),13003,65,30,0,35,208886,311,"2020-04-06, 22:34",https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159084&processor=processor.sa.pressemitteilung,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=158679&processor=processor.sa.pressemitteilung,0,0
Schwerin,Kreisfreie Stadt,Schwerin (Kreisfreie Stadt),13004,77,30,0,47,95818,803,"2020-04-06, 22:34",https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159084&processor=processor.sa.pressemitteilung,https://www.schwerin.de/mein-schwerin/leben/gesundheit/infektionsschutz-hygiene/informationen-zum-coronavirus/,0,0
Mecklenburgische Seenplatte,Landkreis,Mecklenburgische Seenplatte (Landkreis),13071,94,18,4,72,259130,362,"2020-04-06, 22:34",https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159084&processor=processor.sa.pressemitteilung,https://www.lk-mecklenburgische-seenplatte.de/Aktuelles/Presse/Informationen-zu-Corona,15,42
Rostock,Landkreis,Rostock (Landkreis),13072,46,10,1,35,215113,213,"2020-04-06, 22:34",https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159084&processor=processor.sa.pressemitteilung,https://www.landkreis-rostock.de/landkreis/aktuelles/news/2020/maerz/coronavirus-2.html,4,21
Vorpommern-Rügen,Landkreis,Vorpommern-Rügen (Landkreis),13073,62,22,1,39,224684,275,"2020-04-06, 22:34",https://www.lk-vr.de/Willkommen/Corona,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=158679&processor=processor.sa.pressemitteilung,4,16
Nordwestmecklenburg,Landkreis,Nordwestmecklenburg (Landkreis),13074,51,24,1,26,156729,325,"2020-04-06, 22:34",https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159084&processor=processor.sa.pressemitteilung,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=158679&processor=processor.sa.pressemitteilung,6,19
Vorpommern-Greifswald,Landkreis,Vorpommern-Greifswald (Landkreis),13075,82,21,1,60,236697,346,"2020-04-06, 22:34",https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159084&processor=processor.sa.pressemitteilung,https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=158679&processor=processor.sa.pressemitteilung,4,12
Ludwigslust-Parchim,Landkreis,Ludwigslust-Parchim (Landkreis),13076,54,29,1,24,212618,253,"2020-04-06, 22:34",https://www.regierung-mv.de/Landesregierung/wm/Aktuell/?id=159084&processor=processor.sa.pressemitteilung,https://www.kreis-lup.de/nachrichten/aktuelles/?n=60b70f87-6ac6-11ea-9937-a1d153b34927,4,18
Chemnitz,Kreisfreie Stadt,Chemnitz (Kreisfreie Stadt),14511,148,0,3,145,247237,598,"2020-04-06, 22:34",https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html,https://chemnitz.de/chemnitz/de/leben-in-chemnitz/gesundheit/gesundheitsschutz/coronavirus/index.html,12,20
Erzgebirgskreis,Landkreis,Erzgebirgskreis (Landkreis),14521,303,0,10,293,337696,897,"2020-04-06, 22:34",https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/,https://www.erzgebirgskreis.de/de/aktuelles/coronavirus/,29,33
Mittelsachsen,Landkreis,Mittelsachsen (Landkreis),14522,164,59,1,104,306185,535,"2020-04-06, 22:34",https://www.landkreis-mittelsachsen.de/corona,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,3,6
Vogtlandkreis,Landkreis,Vogtlandkreis (Landkreis),14523,161,39,1,121,227796,706,"2020-04-06, 22:34",https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,4,6
Zwickau,Landkreis,Zwickau (Landkreis),14524,510,0,10,500,317531,1606,"2020-04-06, 22:34",https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,https://www.landkreis-zwickau.de/anzahl-der-faelle-weiter-im-ansteigen,31,19
Dresden,Kreisfreie Stadt,Dresden (Kreisfreie Stadt),14612,455,451,4,0,554649,820,"2020-04-06, 22:34",https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php,https://www.dresden.de/de/leben/gesundheit/hygiene/infektionsschutz/corona.php,7,8
Bautzen,Landkreis,Bautzen (Landkreis),14625,215,48,2,165,300880,714,"2020-04-06, 22:34",https://www.landkreis-bautzen.de/corona-bericht-landkreis-bautzen-vom-05-04-2020.php,https://www.landkreis-bautzen.de/corona-bericht-landkreis-bautzen-vom-20-03-2020.php,6,9
Görlitz,Landkreis,Görlitz (Landkreis),14626,181,18,4,159,254894,710,"2020-04-06, 22:34",http://coronavirus.landkreis.gr/,http://coronavirus.landkreis.gr/,15,22
Meißen,Landkreis,Meißen (Landkreis),14627,122,28,3,91,242165,503,"2020-04-06, 22:34",http://www.kreis-meissen.org/index.html,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,12,24
Sächsische Schweiz-Osterzgebirge,Landkreis,Sächsische Schweiz-Osterzgebirge (Landkreis),14628,255,43,1,211,245611,1038,"2020-04-06, 22:34",https://www.landratsamt-pirna.de/50789.htm,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,4,3
Leipzig,Kreisfreie Stadt,Leipzig (Kreisfreie Stadt),14713,420,0,2,418,587857,714,"2020-04-06, 22:34",https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,3,4
Leipzig,Landkreis,Leipzig (Landkreis),14729,137,48,3,86,257763,531,"2020-04-06, 22:34",https://www.landkreisleipzig.de/,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,11,21
Nordsachsen,Landkreis,Nordsachsen (Landkreis),14730,78,15,0,63,197673,394,"2020-04-06, 22:34",https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,https://www.coronavirus.sachsen.de/infektionsfaelle-in-sachsen-4151.html,0,0
Dessau-Roßlau,Kreisfreie Stadt,Dessau-Roßlau (Kreisfreie Stadt),15001,35,0,1,34,81237,430,"2020-04-06, 22:34",https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html,https://verwaltung.dessau-rosslau.de/stadt-buerger/neuigkeiten/detailseite/article/corona-virus-breitet-sich-aus.html,12,28
Halle (Saale),Kreisfreie Stadt,Halle (Saale) (Kreisfreie Stadt),15002,217,59,3,155,239257,906,"2020-04-06, 22:34",https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,https://www.halle.de/de/Verwaltung/Presseportal/Nachrichten/index.aspx?NewsId=45334,12,13
Magdeburg,Kreisfreie Stadt,Magdeburg (Kreisfreie Stadt),15003,88,87,1,0,238697,368,"2020-04-06, 22:34","Hinweis Genesene (400 lthttps://ms.sachsen-anhalt.de/fileadmin/Bibliothek/Politik_und_Verwaltung/MS/MS/Presse_Corona/05_04_2020/087_Corona_Update_47_20200405.pdf , Formel für Magdeburg eingefügt (400-bekannte Genesene die einzeln auf geschlüsselt wurden) ",https://ms.sachsen-anhalt.de/themen/gesundheit/aktuell/coronavirus/,4,11
Altmarkkreis Salzwedel,Landkreis,Altmarkkreis Salzwedel (Landkreis),15081,21,0,0,21,83765,250,"2020-04-06, 22:34",https://ms.sachsen-anhalt.de/fileadmin/Bibliothek/Politik_und_Verwaltung/MS/MS/Presse_Corona/05_04_2020/087_Corona_Update_47_20200405.pdf,https://www.altmarkkreis-salzwedel.de/PortalData/1/Resources/buerger_und_presseservice/pressemitteilungen/03_2020/2020-03-20_PM_Altmarkkreis_Salzwedel__Corona_Update_.pdf,0,0
Anhalt-Bitterfeld,Landkreis,Anhalt-Bitterfeld (Landkreis),15082,48,11,0,37,159854,300,"2020-04-06, 22:34",http://www.anhalt-bitterfeld.de/media/pdf/corona/presseinformation_5._april_20200.pdf,https://ms.sachsen-anhalt.de/themen/gesundheit/aktuell/coronavirus/,0,0
Börde,Landkreis,Börde (Landkreis),15083,69,35,0,34,171734,401,"2020-04-06, 22:34",https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/,https://www.landkreis-boerde.de/menschen/gesundheit/coronavirus/aktuelle-kurznachrichten/,0,0
Burgenlandkreis,Landkreis,Burgenlandkreis (Landkreis),15084,54,23,0,31,180190,299,"2020-04-06, 22:34",https://www.burgenlandkreis.de/de/quicklinks/corona-virus-aktuelle-entwicklung-20049167.html,https://ms.sachsen-anhalt.de/themen/gesundheit/aktuell/coronavirus/,0,0
Harz,Landkreis,Harz (Landkreis),15085,84,33,1,50,214446,391,"2020-04-06, 22:34",http://www.kreis-hz.de/de/aktuelle-informationen-1584944219/coronavirus-aktueller-stand-vom-5-april.html,https://ms.sachsen-anhalt.de/themen/gesundheit/aktuell/coronavirus/,4,11
Jerichower Land,Landkreis,Jerichower Land (Landkreis),15086,25,7,1,17,89928,278,"2020-04-06, 22:34",https://ms.sachsen-anhalt.de/fileadmin/Bibliothek/Politik_und_Verwaltung/MS/MS/Presse_Corona/05_04_2020/087_Corona_Update_47_20200405.pdf,https://www.lkjl.de/de/detailseite/sechs-bestaetigte-covid-19-faelle-im-jerichower-land-20013862.html,11,40
Mansfeld-Südharz,Landkreis,Mansfeld-Südharz (Landkreis),15087,30,0,1,29,136249,220,"2020-04-06, 22:34",https://ms.sachsen-anhalt.de/fileadmin/Bibliothek/Politik_und_Verwaltung/MS/MS/Presse_Corona/05_04_2020/087_Corona_Update_47_20200405.pdf,https://ms.sachsen-anhalt.de/themen/gesundheit/aktuell/coronavirus/,7,33
Saalekreis,Landkreis,Saalekreis (Landkreis),15088,84,12,1,71,184582,455,"2020-04-06, 22:34",https://www.saalekreis.de/de/aktuelles-publikationen/coronavirus.html,https://www.saalekreis.de/de/aktuelles-publikationen/coronavirus.html,5,11
Salzlandkreis,Landkreis,Salzlandkreis (Landkreis),15089,56,21,0,35,190560,293,"2020-04-06, 22:34",https://www.salzlandkreis.de/verwaltung/fachdienste-plattform/34-gesundheit/corona-virus/#Zah,https://www.salzlandkreis.de/aktuelles/news/2020-1/2020-03-20_corona_stand/,0,0
Stendal,Landkreis,Stendal (Landkreis),15090,66,0,2,64,111982,589,"2020-04-06, 22:34",https://ms.sachsen-anhalt.de/fileadmin/Bibliothek/Politik_und_Verwaltung/MS/MS/Presse_Corona/05_04_2020/087_Corona_Update_47_20200405.pdf,https://www.landkreis-stendal.de/de/de/das-coronavirus.html,17,30
Wittenberg,Landkreis,Wittenberg (Landkreis),15091,113,0,2,111,125840,897,"2020-04-06, 22:34",https://www.landkreis-wittenberg.de/de/aktuelles/informationen-zum-coronavirus.html,https://www.landkreis-wittenberg.de/de/aktuelles/informationen-zum-coronavirus.html,15,17
Erfurt,Kreisfreie Stadt,Erfurt (Kreisfreie Stadt),16051,97,55,0,42,213699,453,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.erfurt.de/ef/de/service/aktuelles/am/2020/135209.html,0,0
Gera,Kreisfreie Stadt,Gera (Kreisfreie Stadt),16052,37,3,0,34,94152,392,"2020-04-06, 22:34",https://corona.gera.de/,https://www.gera.de/sixcms/detail.php?id=200096&_lang=de,0,0
Jena,Kreisfreie Stadt,Jena (Kreisfreie Stadt),16053,145,49,1,95,111407,1301,"2020-04-06, 22:34",https://gesundheit.jena.de/de/coronavirus,https://gesundheit.jena.de/de/coronavirus,8,6
Suhl,Kreisfreie Stadt,Suhl (Kreisfreie Stadt),16054,10,1,0,9,34835,287,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
Weimar,Kreisfreie Stadt,Weimar (Kreisfreie Stadt),16055,49,8,0,41,65090,752,"2020-04-06, 22:34",https://stadt.weimar.de/aktuell/coronavirus/,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
Eisenach,Kreisfreie Stadt,Eisenach (Kreisfreie Stadt),16056,9,1,0,8,42370,212,"2020-04-06, 22:34",https://www.wartburgkreis.de/leben-im-wartburgkreis/gesundheit/aktuelle-informationen-zum-corona-virus,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
Eichsfeld,Landkreis,Eichsfeld (Landkreis),16061,73,11,1,61,100380,727,"2020-04-06, 22:34",https://www.kreis-eic.de/pressemitteilungen-details/covid-19-entwicklung-der-infektionen-im-landkreis-eichsfeld-1073.html,https://www.kreis-eic.de/pressemitteilungen-details/covid-19-entwicklung-der-infektionen-im-landkreis-eichsfeld-1049.html,9,13
Nordhausen,Landkreis,Nordhausen (Landkreis),16062,22,2,0,20,83822,262,"2020-04-06, 22:34",https://www.landratsamt-nordhausen.de/informationen-coronavirus.html,https://www.landratsamt-nordhausen.de/informationen-coronavirus.html,0,0
Wartburgkreis,Landkreis,Wartburgkreis (Landkreis),16063,29,13,0,16,123025,235,"2020-04-06, 22:34",https://www.wartburgkreis.de/leben-im-wartburgkreis/gesundheit/aktuelle-informationen-zum-corona-virus,https://www.wartburgkreis.de/leben-im-wartburgkreis/gesundheit/aktuelle-informationen-zum-corona-virus,0,0
Unstrut-Hainich-Kreis,Landkreis,Unstrut-Hainich-Kreis (Landkreis),16064,35,7,0,28,102912,340,"2020-04-06, 22:34",https://www.unstrut-hainich-kreis.de/index.php/informationen-zum-neuartigen-coronavirus,https://www.unstrut-hainich-kreis.de/,0,0
Kyffhäuserkreis,Landkreis,Kyffhäuserkreis (Landkreis),16065,27,16,0,11,75009,359,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
Schmalkalden-Meiningen,Landkreis,Schmalkalden-Meiningen (Landkreis),16066,38,25,0,13,122347,310,"2020-04-06, 22:34",https://www.lra-sm.de/?p=22632,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
Gotha,Landkreis,Gotha (Landkreis),16067,38,10,1,27,135452,280,"2020-04-06, 22:34",https://www.landkreis-gotha.de/,https://www.landkreis-gotha.de/,7,26
Sömmerda,Landkreis,Sömmerda (Landkreis),16068,30,3,0,27,69655,430,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
Hildburghausen,Landkreis,Hildburghausen (Landkreis),16069,11,0,1,10,63553,173,"2020-04-06, 22:34",https://www.landkreis-hildburghausen.de/Aktuelles-zu-Covid-19/Aktuelles-zu-Covid-19-im-Landkreis/Aktuelle-Meldungen-aus-dem-Landkreis,"https://www.landkreis-hildburghausen.de/Aktuelles-Corona-Virus/Infos-zum-Corona-Virus/index.php?La=1&object=tx,2902.1393.1&kat=&kuo=2&sub=0",15,90
Ilm-Kreis,Landkreis,Ilm-Kreis (Landkreis),16070,95,29,1,65,108742,873,"2020-04-06, 22:34","https://www.ilm-kreis.de/Quicknavigation/Startseite/Aktuellen-Zahlen-5-4-2020-Ergebnisse-der-Tests-in-Neustadt.php?object=tx,2778.5&ModID=7&FID=2778.2063.1","https://www.ilm-kreis.de/Quicknavigation/Startseite/5-best%C3%A4tigter-Fall-einer-Coronavirus-Infektion-im-Ilm-Kreis.php?object=tx,2778.5&ModID=7&FID=2778.1946.1",9,10
Weimarer Land,Landkreis,Weimarer Land (Landkreis),16071,41,3,0,38,81947,500,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landesregierung-thueringen.de/corona-bulletin/,0,0
Sonneberg,Landkreis,Sonneberg (Landkreis),16072,36,12,1,23,56196,640,"2020-04-06, 22:34",https://www.kreis-sonneberg.de/news/heute-keine-neuinfektionen-im-landkreis-sonneberg-2013-kein-grund-zur-entwarnung,https://www.kreis-sonneberg.de/news/erste-bestatigte-coronavirus-infektionen-im-landkreis-sonneberg,17,27
Saalfeld-Rudolstadt,Landkreis,Saalfeld-Rudolstadt (Landkreis),16073,52,19,0,33,106356,488,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
Saale-Holzland-Kreis,Landkreis,Saale-Holzland-Kreis (Landkreis),16074,46,20,0,26,83051,553,"2020-04-06, 22:34",https://www.saaleholzlandkreis.de/index.php?id=2759,https://www.saaleholzlandkreis.de/index.php?id=2759,0,0
Saale-Orla-Kreis,Landkreis,Saale-Orla-Kreis (Landkreis),16075,70,4,3,63,80868,865,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landesregierung-thueringen.de/corona-bulletin,37,42
Greiz,Landkreis,Greiz (Landkreis),16076,182,8,9,165,98159,1854,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landkreis-greiz.de/landkreis-greiz/aktuell/nachrichten-details/?tx_ttnews%5Btt_news%5D=216&cHash=f70ab6033e765e0b664a070cefc9cd7b,91,49
Altenburger Land,Landkreis,Altenburger Land (Landkreis),16077,31,11,0,20,90118,343,"2020-04-06, 22:34",https://corona.thueringen.de/covid-19-bulletin/,https://www.landesregierung-thueringen.de/corona-bulletin,0,0
