Name_old,BEZ,Name,ISO,Cumulative,Recovered,Dead,Cases,Population,Density,Date,Source,Quelle 2,Mortality,Lethality
Starnberg,Landkreis,Starnberg (Landkreis),09188,417,0,3,414,136092,3064,"2020-04-06, 22:34",https://www.lk-starnberg.de/Bürgerservice/Gesundheit-und-Krankheit/Coronavirus-Informationen-Fragen-und-Antworten,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,22,7
Traunstein,Landkreis,Traunstein (Landkreis),09189,491,27,12,452,177089,2772,"2020-04-06, 22:34",https://www.traunstein.com/aktuelles/meldungen/insgesamt-466-bestaetigte-corona-faelle-im-landkreis-traunstein,https://www.traunstein.com/aktuelles/meldungen/aktuelle-informationen-zum-corona-virus-im-lk-ts-acht-neue-bestaetigte-faelle,67,24
Weilheim-Schongau,Landkreis,Weilheim-Schongau (Landkreis),09190,288,0,1,287,135348,2127,"2020-04-06, 22:34",https://www.weilheim-schongau.de/aktuelles/aktuelle-meldungen/pressemitteilung-80-2020-vom-05042020/,https://www.weilheim-schongau.de/aktuelles/aktuelle-meldungen/pressemitteilung-61-2020-vom-200320/,7,3
Landshut,Kreisfreie Stadt,Landshut (Kreisfreie Stadt),09261,160,0,3,157,72404,2209,"2020-04-06, 22:34",https://www.landkreis-landshut.de/Landratsamt/Aktuelles.aspx?rssid=f556fe1f-c62f-46a8-ab11-6eaa1479c00a,97 Fälle in Stadt und Land,41,18
Passau,Kreisfreie Stadt,Passau (Kreisfreie Stadt),09262,90,0,4,86,52469,1715,"2020-04-06, 22:34",http://www.passau.de/Aktuelles/Pressearchiv.aspx,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,76,44
Straubing,Kreisfreie Stadt,Straubing (Kreisfreie Stadt),09263,180,30,5,145,47794,3766,"2020-04-06, 22:34",https://www.coronainfo-straubing.de/index.html,http://www.straubing.de/de/buerger-und-soziales/aktuelles/2020/info_corona_virus.php,104,27
Deggendorf,Landkreis,Deggendorf (Landkreis),09271,157,71,4,82,119326,1315,"2020-04-06, 22:34",https://www.landkreis-deggendorf.de/aktuelles/pressemitteilungen-zu-corona/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,33,25
Freyung-Grafenau,Landkreis,Freyung-Grafenau (Landkreis),09272,113,16,3,94,78355,1442,"2020-04-06, 22:34",https://www.freyung-grafenau.de/verwaltung-und-politik/pressemeldungen/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,38,26
Kelheim,Landkreis,Kelheim (Landkreis),09273,266,140,11,115,122258,2175,"2020-04-06, 22:34",https://www.landkreis-kelheim.de/amt-service/meldungen/koordinierungsstelle-update-sonntag-den-05-april-2020/,https://www.landkreis-kelheim.de/amt-service/meldungen/koordinierungsgruppe-update-freitag-den-20032020/,89,41
Landshut,Landkreis,Landshut (Landkreis),09274,413,142,11,260,158698,2602,"2020-04-06, 22:34",https://www.landkreis-landshut.de/Landratsamt/Aktuelles.aspx?rssid=f556fe1f-c62f-46a8-ab11-6eaa1479c00a,http://www.landshut.de/portal/startseite/pressedetails/article/8873/12332.html,69,26
Passau,Landkreis,Passau (Landkreis),09275,267,0,7,260,192043,1390,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,36,26
Regen,Landkreis,Regen (Landkreis),09276,89,3,0,86,77656,1146,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.landkreis-regen.de/zahl-der-infizierten-erneut-gestiegen/,0,0
Rottal-Inn,Landkreis,Rottal-Inn (Landkreis),09277,494,199,19,276,120659,4094,"2020-04-06, 22:34",https://www.pnp.de/lokales/landkreis-rottal-inn/pfarrkirchen/Zahl-der-Corona-Todesfaelle-steigt-auf-16-im-Landkreis-Rottal-Inn-3654125.html,https://www.pnp.de/nachrichten/politik/Soeder-droht-mit-Ausgangssperre-Zahl-der-Infizierten-steigt-weiter-3640619.html,157,38
Straubing-Bogen,Landkreis,Straubing-Bogen (Landkreis),09278,202,20,7,175,100649,2006,"2020-04-06, 22:34",https://www.landkreis-straubing-bogen.de/buergerservice/informationen-zum-corona-virus/,https://www.landkreis-straubing-bogen.de/media/8563/g-welckt-angelegenheiten-corona-virus-presse-20032020-corona-faelle-am-freitag.pdf,69,34
Dingolfing-Landau,Landkreis,Dingolfing-Landau (Landkreis),09279,126,2,1,123,96217,1309,"2020-04-06, 22:34",https://www.landkreis-dingolfing-landau.de/buergerservice/coronavirus/,https://www.landkreis-dingolfing-landau.de/buergerservice/coronavirus/,10,7
Amberg,Kreisfreie Stadt,Amberg (Kreisfreie Stadt),09361,34,0,1,33,41970,810,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,23,29
Regensburg,Kreisfreie Stadt,Regensburg (Kreisfreie Stadt),09362,283,0,3,280,152610,1854,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.regensburg.de/aktuelles/coronavirus/bestaetigte-covid-19-faelle,19,10
Weiden i.d. OPf.,Kreisfreie Stadt,Weiden i.d. OPf. (Kreisfreie Stadt),09363,142,0,4,138,42520,3339,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,94,28
Amberg-Sulzbach,Landkreis,Amberg-Sulzbach (Landkreis),09371,142,0,3,139,103109,1377,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,29,21
Cham,Landkreis,Cham (Landkreis),09372,267,0,5,262,127882,2087,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,39,18
Neumarkt i.d. OPf.,Landkreis,Neumarkt i.d. OPf. (Landkreis),09373,146,21,2,123,133561,1093,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,14,13
Neustadt a.d. Waldnaab,Landkreis,Neustadt a.d. Waldnaab (Landkreis),09374,419,0,16,403,94352,4440,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,169,38
Regensburg,Landkreis,Regensburg (Landkreis),09375,279,0,0,279,193572,1441,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.landkreis-regensburg.de/unser-landkreis/aktuelles/coronavirus/,0,0
Schwandorf,Landkreis,Schwandorf (Landkreis),09376,263,28,8,227,147189,1786,"2020-04-06, 22:34",https://www.landkreis-schwandorf.de/index.php?object=tx%7C1901.64&ModID=255&FID=1901.15309.1&&mNavID=1.100&La=1,https://www.landkreis-schwandorf.de/index.php?object=tx%7C1901.64&ModID=255&FID=1901.15309.1&&mNavID=1.100&La=1,54,30
Tirschenreuth,Landkreis,Tirschenreuth (Landkreis),09377,814,0,44,770,72504,11226,"2020-04-06, 22:34",https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/corona-virus-mittlerweile-762-bestaetigte-faelle-im-landkreis-tirschenreuth/,https://www.kreis-tir.de/buergerservice/aktuelles/news/news/detail/News/corona-77-bestaetigte-faelle-im-landkreis-erster-todesfall-aus-dem-landkreis-tirschenreuth/,606,54
Bamberg,Kreisfreie Stadt,Bamberg (Kreisfreie Stadt),09461,118,0,1,117,77592,1520,"2020-04-06, 22:34",https://www.landkreis-bamberg.de/,"https://www.landkreis-bamberg.de/Leben/Gesundheit-und-Soziales/Corona-Virus/Pressemitteilungen-Landratsamt/62-infizierte-Personen-in-Stadt-und-Landkreis-Bamberg.php?object=tx,2892.5&ModID=7&FID=2892.1848.1&NavID=2976.324&La=1",12,8
Bayreuth,Kreisfreie Stadt,Bayreuth (Kreisfreie Stadt),09462,95,19,2,74,74657,1272,"2020-04-06, 22:34",https://www.landkreis-bayreuth.de/der-landkreis/pressemitteilungen/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,26,21
Coburg,Kreisfreie Stadt,Coburg (Kreisfreie Stadt),09463,32,0,0,32,41249,775,"2020-04-06, 22:34","https://www.np-coburg.de/region/coburg/Acht-neue-Faelle-in-Stadt-und-Landkreis-Coburg;art83420,7203607",https://www.coburg.de/desktopdefault.aspx/tabid-2754/2818_read-16990/,0,0
Hof,Kreisfreie Stadt,Hof (Kreisfreie Stadt),09464,60,9,1,50,45930,1306,"2020-04-06, 22:34",https://www.landkreis-hof.de/coronavirus-wir-informieren/,Lankreis und Stadt zusammen 26,21,16
Bamberg,Landkreis,Bamberg (Landkreis),09471,280,60,10,210,147086,1903,"2020-04-06, 22:34",https://www.landkreis-bamberg.de/,"https://www.landkreis-bamberg.de/Leben/Gesundheit-und-Soziales/Corona-Virus/Pressemitteilungen-Landratsamt/62-infizierte-Personen-in-Stadt-und-Landkreis-Bamberg.php?object=tx,2892.5&ModID=7&FID=2892.1848.1&NavID=2976.324&La=1",67,35
Bayreuth,Landkreis,Bayreuth (Landkreis),09472,212,32,3,177,103656,2045,"2020-04-06, 22:34",https://www.landkreis-bayreuth.de/umwelt-gesundheit/coronavirus-wir-informieren/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,28,14
Coburg,Landkreis,Coburg (Landkreis),09473,84,42,1,41,86906,966,"2020-04-06, 22:34",https://www.coburg.de/desktopdefault.aspx/tabid-2754/2818_read-16990/,https://www.coburg.de/desktopdefault.aspx/tabid-2754/2818_read-16990/,11,11
Forchheim,Landkreis,Forchheim (Landkreis),09474,148,20,2,126,116099,1274,"2020-04-06, 22:34",https://lra-fo.de/site/1_1corona/informationen.php,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,17,13
Hof,Landkreis,Hof (Landkreis),09475,210,47,3,160,95311,2203,"2020-04-06, 22:34",https://www.landkreis-hof.de/coronavirus-wir-informieren/,https://www.landkreis-hof.de/coronavirus-wir-informieren/?fbclid=IwAR3kIpn4L1KZJQrD7ism1IOq7Y_Xs047Y_w09SCTUUESaD518vRTir8-McQ,31,14
Kronach,Landkreis,Kronach (Landkreis),09476,73,28,0,45,67135,1087,"2020-04-06, 22:34",https://www.landkreis-kronach.de/aktuelles/coronavirus/pressemitteilung-des-landratsamtes-kronach-vom-05042020/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,0,0
Kulmbach,Landkreis,Kulmbach (Landkreis),09477,106,39,4,63,71845,1475,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,55,37
Lichtenfels,Landkreis,Lichtenfels (Landkreis),09478,133,47,1,85,66838,1989,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,14,7
Wunsiedel i. Fichtelgebirge,Landkreis,Wunsiedel i. Fichtelgebirge (Landkreis),09479,422,132,10,280,73178,5766,"2020-04-06, 22:34",https://www.landkreis-wunsiedel.de/buergerservice/aktuelle-informationen-zum-coronavirus-sars-cov-2,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,136,23
Ansbach,Kreisfreie Stadt,Ansbach (Kreisfreie Stadt),09561,56,1,0,55,41847,1338,"2020-04-06, 22:34",https://www.landkreis-ansbach.de/Corona,Zusammen publiziert,0,0
Erlangen,Kreisfreie Stadt,Erlangen (Kreisfreie Stadt),09562,138,0,1,137,111962,1232,"2020-04-06, 22:34",https://www.erlangen-hoechstadt.de/aktuelles/meldungen/neuartiges-corona-virus-sars-cov-2/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,8,7
Fürth,Kreisfreie Stadt,Fürth (Kreisfreie Stadt),09563,169,0,3,166,127748,1322,"2020-04-06, 22:34",https://www.fuerth.de/Home/Leben-in-Fuerth/coronavirus.aspx,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,23,17
Nürnberg,Kreisfreie Stadt,Nürnberg (Kreisfreie Stadt),09564,503,50,6,447,518365,970,"2020-04-06, 22:34",https://www.nuernberg.de/internet/stadtportal/coronavirus.html,https://www.nuernberg.de/internet/stadtportal/coronavirus.html#50,11,11
Schwabach,Kreisfreie Stadt,Schwabach (Kreisfreie Stadt),09565,48,0,0,48,40792,1176,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,0,0
Ansbach,Landkreis,Ansbach (Landkreis),09571,266,19,2,245,183949,1446,"2020-04-06, 22:34",https://www.landkreis-ansbach.de/Corona,https://www.landkreis-ansbach.de/Leben-im-Landkreis/Gesundheit-Soziales/Coronavirus,10,7
Erlangen-Höchstadt,Landkreis,Erlangen-Höchstadt (Landkreis),09572,122,0,1,121,136271,895,"2020-04-06, 22:34",https://www.erlangen-hoechstadt.de/aktuelles/meldungen/neuartiges-corona-virus-sars-cov-2/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,7,8
Fürth,Landkreis,Fürth (Landkreis),09573,268,30,15,223,117387,2283,"2020-04-06, 22:34",https://www.landkreis-fuerth.de/corona.html,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,127,55
Nürnberger Land,Landkreis,Nürnberger Land (Landkreis),09574,383,0,11,372,170365,2248,"2020-04-06, 22:34",https://landkreis.nuernberger-land.de/index.php?id=6115,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,64,28
Neustadt a.d. Aisch-Bad Windsheim,Landkreis,Neustadt a.d. Aisch-Bad Windsheim (Landkreis),09575,118,10,3,105,100364,1175,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,29,25
Roth,Landkreis,Roth (Landkreis),09576,187,17,3,167,126958,1472,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,23,16
Weißenburg-Gunzenhausen,Landkreis,Weißenburg-Gunzenhausen (Landkreis),09577,163,0,2,161,94393,1726,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,21,12
Aschaffenburg,Kreisfreie Stadt,Aschaffenburg (Kreisfreie Stadt),09661,68,31,1,36,70527,964,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,14,14
Schweinfurt,Kreisfreie Stadt,Schweinfurt (Kreisfreie Stadt),09662,90,10,7,73,54032,1665,"2020-04-06, 22:34",https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,39 Fälle Stadt und Land zusammen,129,77
Würzburg,Kreisfreie Stadt,Würzburg (Kreisfreie Stadt),09663,363,95,34,234,127880,2838,"2020-04-06, 22:34","https://www.landkreis-wuerzburg.de/Auf-einen-Klick/Aktuelles/17-neu-infizierte-Corona-Patienten-in-Stadt-und-Landkreis-W%C3%BCrzburg-ein-weiterer-Todesfall-zu-beklagen.php?object=tx,2680.5.1&ModID=7&FID=2680.21555.1&NavID=2680.230&La=1","https://www.landkreis-wuerzburg.de/Auf-einen-Klick/Pressebereich/54-weitere-Corona-Fälle-in-Stadt-und-Landkreis-Würzburg.php?object=tx,2680.5&ModID=7&FID=2680.21417.1&NavID=2680.127&La=1",265,93
Aschaffenburg,Landkreis,Aschaffenburg (Landkreis),09671,233,58,13,162,174208,1337,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,74,55
Bad Kissingen,Landkreis,Bad Kissingen (Landkreis),09672,132,32,1,99,103218,1278,"2020-04-06, 22:34",https://www.landkreis-badkissingen.de/buerger--politik/aktuelle-meldungen/informationen-zum-corona-virus/10681.Aktuelle-Meldungen-zum-Coronavirus.html,https://www.landkreis-badkissingen.de/buerger--politik/aktuelle-meldungen/informationen-zum-corona-virus/10681.Aktuelle-Meldungen-zum-Coronavirus.html,9,7
Rhön-Grabfeld,Landkreis,Rhön-Grabfeld (Landkreis),09673,76,20,0,56,79690,953,"2020-04-06, 22:34",https://www.rhoen-grabfeld.de/Aktuell/Aktuelles,https://www.rhoen-grabfeld.de/internet/index.php?page=15492&,0,0
Haßberge,Landkreis,Haßberge (Landkreis),09674,90,21,0,69,84599,1063,"2020-04-06, 22:34",https://www.hassberge.de/topmenu/startseite/news-ansicht.html?tx_news_pi1%5Bnews%5D=1679&cHash=bd42018fd16d65ab94480e357aaa9e73,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,0,0
Kitzingen,Landkreis,Kitzingen (Landkreis),09675,61,14,0,47,90909,671,"2020-04-06, 22:34",https://www.kitzingen.de/buergerservice/aktuelles/aktuelles-2020/uebersichtsseite-corona/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,0,0
Miltenberg,Landkreis,Miltenberg (Landkreis),09676,182,52,0,130,128756,1413,"2020-04-06, 22:34",https://www.landkreis-miltenberg.de/Landkreis/Aktuell/Pressearchiv.aspx?orgid={35FBCA2E-6F00-4889-A8C5-945CE00875E8},https://www.landkreis-miltenberg.de/Landkreis/Aktuell/Pressearchiv.aspx?orgid={B9244F2B-A8F3-420A-8B45-D85D38F42AA7},0,0
Main-Spessart,Landkreis,Main-Spessart (Landkreis),09677,107,0,2,105,126365,846,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.main-spessart.de/aktuelles/pressemitteilungen/3994.Aktuelle-Informationen-zum-Corona-Virus-aus-dem-Landkreis-Main-Spessart.html,15,18
Schweinfurt,Landkreis,Schweinfurt (Landkreis),09678,257,45,4,208,115106,2232,"2020-04-06, 22:34",https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,https://www.landkreis-schweinfurt.de/aktuelles/presseportal/details/?tx_news_pi1%5Bnews%5D=928&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=5c35f784323e1ad42f938cb9e60a949c,34,15
Würzburg,Landkreis,Würzburg (Landkreis),09679,293,76,0,217,161834,1810,"2020-04-06, 22:34","https://www.landkreis-wuerzburg.de/Auf-einen-Klick/Aktuelles/17-neu-infizierte-Corona-Patienten-in-Stadt-und-Landkreis-W%C3%BCrzburg-ein-weiterer-Todesfall-zu-beklagen.php?object=tx,2680.5.1&ModID=7&FID=2680.21555.1&NavID=2680.230&La=1","https://www.landkreis-wuerzburg.de/Auf-einen-Klick/Pressebereich/54-weitere-Corona-Fälle-in-Stadt-und-Landkreis-Würzburg.php?object=tx,2680.5&ModID=7&FID=2680.21417.1&NavID=2680.127&La=1",0,0
Augsburg,Kreisfreie Stadt,Augsburg (Kreisfreie Stadt),09761,256,75,4,177,295135,867,"2020-04-06, 22:34",https://www.augsburg.de/umwelt-soziales/gesundheit/coronavirus,https://www.augsburg.de/umwelt-soziales/gesundheit/coronavirus,13,15
Kaufbeuren,Kreisfreie Stadt,Kaufbeuren (Kreisfreie Stadt),09762,56,0,2,54,43893,1275,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,45,35
Kempten (Allgäu),Kreisfreie Stadt,Kempten (Allgäu) (Kreisfreie Stadt),09763,53,10,3,40,68907,769,"2020-04-06, 22:34",https://www.oberallgaeu.org/de/news/detail/corona:-newsticker-oberallgaeu.html,KEINE DATEN,43,56
Memmingen,Kreisfreie Stadt,Memmingen (Kreisfreie Stadt),09764,40,0,0,40,43837,912,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.memmingen.de/aktuell/nachrichten-und-termine/aktuelle-nachrichten/singlenews-aktuelles/news/detail/News/aktuelle-zahlen-von-infektionen-in-memmingen.html,0,0
Aichach-Friedberg,Landkreis,Aichach-Friedberg (Landkreis),09771,171,80,5,86,133596,1279,"2020-04-06, 22:34",https://lra-aic-fdb.de/landratsamt/fachbereiche/abteilung-3-oeffentliche-sicherheit/gesundheitsamt/informationen-zum-coronavirus,https://lra-aic-fdb.de/landratsamt/fachbereiche/abteilung-3-oeffentliche-sicherheit/gesundheitsamt/informationen-zum-coronavirus,37,29
Augsburg,Landkreis,Augsburg (Landkreis),09772,262,86,1,175,251534,1041,"2020-04-06, 22:34",https://www.landkreis-augsburg.de/news/detail/coronavirus/,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,3,3
Dillingen a.d. Donau,Landkreis,Dillingen a.d. Donau (Landkreis),09773,90,0,1,89,96021,937,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.landkreis-dillingen.de/zahl-der-corona-infektionen-im-landkreis-dillingen-steigt,10,11
Günzburg,Landkreis,Günzburg (Landkreis),09774,149,23,0,126,125747,1184,"2020-04-06, 22:34",https://www.bsaktuell.de/126724/landkreis-guenzburg-geringer-anstieg-bestaetigter-corona-infektionen/,https://landratsamt.landkreis-guenzburg.de/news/detail/aktueller-stand-corona-pandemie-im-landkreis-guenzburg,0,0
Neu-Ulm,Landkreis,Neu-Ulm (Landkreis),09775,235,34,3,198,174200,1349,"2020-04-06, 22:34",https://landkreis.neu-ulm.de/de/aktuelles-detail/insgesamt-18-faelle-fuer-eine-coronavirus-erkrankung-im-landkreis-neu-ulm-gemeldet.html,https://landkreis.neu-ulm.de/de/aktuelle-mitteilungen.html,17,12
Lindau (Bodensee),Landkreis,Lindau (Bodensee) (Landkreis),09776,188,0,4,184,81669,2301,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,48,21
Ostallgäu,Landkreis,Ostallgäu (Landkreis),09777,312,0,7,305,140316,2223,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,,49,22
Unterallgäu,Landkreis,Unterallgäu (Landkreis),09778,193,5,4,184,144041,1339,"2020-04-06, 22:34",https://www.landratsamt-unterallgaeu.de/buergerservice/gesundheit/coronavirus.html,https://www.landratsamt-unterallgaeu.de/buergerservice/gesundheit/coronavirus.html,27,20
Donau-Ries,Landkreis,Donau-Ries (Landkreis),09779,216,0,5,211,133496,1618,"2020-04-06, 22:34",https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,https://www.donau-ries.de/Landratsamt/Buergerservice/Aufgabenbereiche/Gesundheitsamt-Humanmedizin.aspx,37,23
Oberallgäu,Landkreis,Oberallgäu (Landkreis),09780,137,45,3,89,155362,881,"2020-04-06, 22:34",https://www.oberallgaeu.org/de/news/detail/corona:-newsticker-oberallgaeu.html,https://www.oberallgaeu.org/de/news/detail/corona:-newsticker-oberallgaeu.html,19,21
Regionalverband Saarbrücken,Landkreis,Regionalverband Saarbrücken (Landkreis),10041,648,46,23,579,329708,1965,"2020-04-06, 22:34",https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,https://www.sr.de/sr/home/nachrichten/panorama/corona_aktuelle_fallzahlen_saarland_100.html,69,35
Merzig-Wadern,Landkreis,Merzig-Wadern (Landkreis),10042,121,33,1,87,103366,1170,"2020-04-06, 22:34",https://corona.saarland.de/DE/service/chronologie-corona/chronologie-corona_node.html,"https://www.merzig-wadern.de/Kurzmen%C3%BC/Startseite/-Newsticker-zum-Coronavirus-.php?object=tx,2875.5&ModID=7&FID=2875.1724.1&NavID=1918.1",9,8
